ZCTA5,ZIP,households_by_type-total_households,relationship-population_in_households,marital_status-population_males_15_years_and_over,marital_status-population_females_15_years_and_over,grandparents-population-grandparents_living_with_own_grandchildren_under_18_years,educational_attainment-population-population_25_years_and_over,veteran_status-population-civilian_population_18_years_and_over,residence_1_year_ago-population-population_1_year_and_over,place_of_birth-population-total_population,ancestry-population-total_population,computers_and_internet_use-households-total_households
,,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum
96707,96707,12542,44476,17522,17576,2585,28823,31662,45071,45588,45588,0
96708,96708,3601,9753,3837,4234,268,7157,7713,9657,9753,9753,0
96710,96710,128,226,80,142,0,222,222,222,226,226,0
96712,96712,2528,7609,3208,2660,304,5424,5445,7528,7614,7614,0
96713,96713,493,1471,685,512,84,966,1150,1451,1471,1471,0
96714,96714,275,633,245,260,38,475,493,624,633,633,0
96716,96716,858,2808,1103,1307,180,2053,2357,2775,2808,2808,0
96717,96717,1356,4831,1718,1906,155,3033,3365,4746,4895,4895,0
96719,96719,596,1900,747,761,77,1317,1409,1879,1900,1900,0
96720,96720,16660,46324,20205,20369,1319,33317,38540,47747,48182,48182,0
96722,96722,893,2286,914,884,19,1632,1767,2271,2286,2286,0
96725,96725,1136,3445,1410,1279,197,2505,2639,3436,3492,3492,0
96726,96726,195,878,373,376,88,676,749,869,878,878,0
96727,96727,1486,5681,2187,2432,318,3847,4372,5622,5739,5739,0
96728,96728,209,498,233,229,8,406,454,496,498,498,0
96729,96729,358,1374,506,531,84,813,955,1370,1374,1374,0
96730,96730,507,1287,537,562,21,974,1059,1266,1287,1287,0
96731,96731,738,3160,1129,1180,244,1911,2141,3142,3194,3194,0
96732,96732,7236,27539,10959,11598,1560,18848,21388,27948,28074,28074,0
96734,96734,15978,48138,22426,20715,1283,33975,35367,51469,52340,52340,0
96737,96737,1599,4477,1406,1754,168,2860,3017,4329,4477,4477,0
96738,96738,2528,6579,2700,2656,41,4527,5028,6493,6593,6593,0
96740,96740,12739,36311,15463,15368,1088,27271,29894,36715,37192,37192,0
96741,96741,2086,6339,2563,2593,112,4219,4866,6144,6350,6350,0
96742,96742,55,80,44,46,0,84,86,91,91,91,0
96743,96743,4163,13152,4627,5061,401,8693,9378,13059,13357,13357,0
96744,96744,16551,52950,22059,22591,2399,39038,42393,53317,53761,53761,0
96746,96746,6673,19339,7780,8494,694,14227,15461,19343,19478,19478,0
96747,96747,212,908,359,364,57,592,699,900,908,908,0
96748,96748,1588,4448,1648,1896,233,3029,3350,4392,4453,4453,0
96749,96749,6050,18052,7405,7339,661,12532,13796,17950,18088,18088,0
96750,96750,1169,3472,1406,1385,130,2353,2627,3455,3503,3503,0
96751,96751,48,70,41,29,0,70,70,70,70,70,0
96752,96752,1034,3227,1279,1334,170,2310,2480,3209,3237,3237,0
96753,96753,10832,27777,11472,11396,783,20122,21966,27697,27855,27855,0
96754,96754,1128,3467,1546,1310,38,2546,2764,3455,3467,3467,0
96755,96755,1018,3382,1399,1510,241,2463,2705,3372,3404,3404,0
96756,96756,2004,5676,2205,2423,283,4069,4451,5676,5766,5766,0
96757,96757,238,698,278,256,30,456,500,695,698,698,0
96759,96759,113,442,205,161,75,366,366,442,442,442,0
96760,96760,1001,2562,1120,1037,21,1866,2045,2527,2562,2562,0
96761,96761,7483,22002,9568,8943,726,16084,17586,22114,22355,22355,0
96762,96762,975,4542,2668,2286,259,2779,4749,5980,6061,6061,0
96763,96763,1261,3451,1455,1293,157,2456,2582,3402,3455,3455,0
96764,96764,241,685,230,286,19,487,512,685,685,685,0
96765,96765,223,560,224,255,68,454,465,555,560,560,0
96766,96766,4905,17539,7245,6799,907,12014,13272,17814,18024,18024,0
96768,96768,6208,17382,7130,7391,725,12644,13922,17558,17787,17787,0
96769,96769,113,356,177,136,10,268,311,353,356,356,0
96770,96770,275,849,244,289,16,468,492,839,849,849,0
96771,96771,2789,7802,3071,3238,203,5317,5951,7797,7820,7820,0
96772,96772,800,2467,901,1037,73,1694,1863,2451,2471,2471,0
96773,96773,54,148,54,80,0,104,104,148,148,148,0
96774,96774,86,289,179,45,0,202,202,289,289,289,0
96776,96776,451,1489,661,601,78,1074,1204,1489,1489,1489,0
96777,96777,461,1426,515,570,87,1001,1061,1433,1444,1444,0
96778,96778,5405,14463,5716,6009,394,9851,11255,14318,14481,14481,0
96779,96779,902,3033,1159,1297,129,2144,2309,2994,3052,3052,0
96780,96780,211,721,301,258,32,534,534,707,721,721,0
96781,96781,489,1588,603,652,103,988,1222,1575,1588,1588,0
96782,96782,11554,38396,17515,15844,1986,27625,29494,39840,40318,40318,0
96783,96783,646,1999,688,887,83,1399,1515,1965,1999,1999,0
96785,96785,1232,2563,1475,1090,26,2245,2485,2580,2580,2580,0
96786,96786,12655,43093,17209,15352,1302,24278,24744,43932,45277,45277,0
96789,96789,17864,54198,22406,21079,1623,36175,39554,53351,54237,54237,0
96790,96790,3580,9405,3776,4144,317,7001,7495,9263,9465,9465,0
96791,96791,2306,7531,2953,3357,405,5180,5734,7502,7609,7609,0
96792,96792,11480,46111,18029,18836,3065,29262,34306,47595,48302,48302,0
96793,96793,9803,30511,12623,12779,1787,21783,24241,31300,31770,31770,0
96795,96795,2402,10714,3890,4430,767,6688,7670,10614,10781,10781,0
96796,96796,638,1752,710,817,29,1440,1480,1782,1804,1804,0
96797,96797,19007,73910,30800,30963,4473,51377,57819,75180,76020,76020,0
96813,96813,9604,22925,10113,9317,629,17535,18754,22733,23105,23105,0
96814,96814,9733,18584,7928,8777,107,15093,16082,18483,18710,18710,0
96815,96815,13802,26042,12521,12446,375,22240,24131,26719,26839,26839,0
96816,96816,17198,49347,20838,22467,1718,38218,41781,49755,50118,50118,0
96817,96817,19305,55113,23819,25081,2647,42293,46892,56759,57413,57413,0
96818,96818,17824,57670,21283,21973,1713,36378,35710,57351,58458,58458,0
96819,96819,12179,51308,22926,22034,3078,37150,42030,54211,54989,54989,0
96821,96821,6588,18883,7693,8388,461,14529,15382,18931,19077,19077,0
96822,96822,18221,41819,19568,21242,868,33614,39431,45478,45908,45908,0
96825,96825,10517,29084,11749,12827,782,21959,23611,28876,29151,29151,0
96826,96826,14562,30233,13497,14359,502,23141,27052,31102,31385,31385,0
96850,96850,0,0,0,0,0,0,0,0,0,0,0
96853,96853,0,0,476,102,0,158,13,578,578,578,0
96857,96857,0,0,2713,166,0,610,248,2879,2879,2879,0
96859,96859,0,0,80,44,0,46,0,124,124,124,0
96860,96860,0,0,1652,263,0,426,97,1915,1915,1915,0
96863,96863,0,0,46,0,0,10,0,46,46,46,0
97001,97001,85,197,148,199,0,330,347,373,373,373,0
97002,97002,2206,5982,2590,2473,44,4295,4737,5978,5989,5989,0
97004,97004,1566,4004,1884,1728,21,3163,3470,4022,4022,4022,0
97005,97005,10684,26315,10665,10566,419,18307,20473,26167,26437,26437,0
97006,97006,25060,68697,27156,27619,1424,45780,51978,68283,69158,69158,0
97007,97007,25055,71193,28346,28777,1560,47330,53657,70689,71711,71711,0
97008,97008,11748,28554,10855,12456,254,20337,22478,28680,29036,29036,0
97009,97009,2953,8228,3325,3530,268,6188,6556,8183,8231,8231,0
97011,97011,252,623,426,152,0,498,569,591,623,623,0
97013,97013,8421,23282,9055,9233,357,15268,17222,22956,23389,23389,0
97014,97014,583,1266,536,516,34,919,1033,1246,1266,1266,0
97015,97015,8206,21571,8623,9203,502,13954,16799,21352,21677,21677,0
97016,97016,2572,6252,2707,2605,224,4638,5131,6153,6282,6282,0
97017,97017,973,2867,1180,1386,144,1998,2295,2867,2867,2867,0
97018,97018,893,2144,933,952,85,1748,1832,2120,2151,2151,0
97019,97019,1202,2969,1391,1228,85,2179,2451,2938,2978,2978,0
97020,97020,342,955,396,386,42,675,750,955,955,955,0
97021,97021,478,1263,504,489,22,872,976,1255,1263,1263,0
97022,97022,1089,3090,1056,1373,150,2125,2238,3057,3105,3105,0
97023,97023,3860,10831,4516,4274,311,7784,8470,10746,10894,10894,0
97024,97024,4149,10302,3768,4519,229,7280,7994,10109,10339,10339,0
97026,97026,1202,4405,1741,1507,132,2557,2961,4388,4419,4419,0
97027,97027,4903,12256,5051,5141,227,8538,9608,12322,12456,12456,0
97028,97028,68,136,76,44,0,120,120,136,136,136,0
97029,97029,113,249,126,118,2,210,235,261,261,261,0
97030,97030,14433,37398,14763,15754,1120,25174,29103,37679,38105,38105,0
97031,97031,6968,18641,7542,7777,340,12924,14418,19193,19322,19322,0
97032,97032,1680,4946,1737,1874,113,3149,3394,4920,4946,4946,0
97033,97033,56,64,39,25,0,64,64,64,64,64,0
97034,97034,7908,19078,7384,8192,162,13781,14651,19098,19165,19165,0
97035,97035,10690,24505,9438,11094,159,17745,19446,24409,24630,24630,0
97037,97037,466,1007,461,488,8,834,915,1032,1032,1032,0
97038,97038,5629,15697,6163,6248,320,10443,11681,15504,15758,15758,0
97039,97039,252,616,264,218,19,415,453,603,616,616,0
97040,97040,545,1401,634,560,0,1078,1136,1462,1494,1494,0
97041,97041,711,2043,1005,880,37,1573,1830,2350,2350,2350,0
97042,97042,1143,3818,1514,1560,91,2572,2903,3815,3823,3823,0
97045,97045,19679,53475,21804,22446,763,37685,41975,53680,54297,54297,0
97048,97048,2425,6622,2788,2845,312,4786,5372,6554,6622,6622,0
97049,97049,765,1764,740,706,12,1314,1392,1764,1764,1764,0
97050,97050,120,229,102,109,12,187,207,223,229,229,0
97051,97051,5781,15451,6113,6469,432,10644,11644,15621,15783,15783,0
97053,97053,1249,3045,1311,1292,81,2483,2571,3001,3045,3045,0
97054,97054,684,1860,751,885,41,1441,1542,1828,1860,1860,0
97055,97055,6846,18039,6959,7341,619,12494,13694,17942,18039,18039,0
97056,97056,4593,11688,4716,4667,182,7899,8918,11625,11742,11742,0
97057,97057,5,7,1,6,0,7,7,7,7,7,0
97058,97058,7627,18882,7836,8065,366,13446,15103,19535,19775,19775,0
97060,97060,7745,22342,8584,8882,476,14203,16454,22400,22663,22663,0
97062,97062,11341,28346,11011,11845,341,19422,21769,28230,28458,28458,0
97063,97063,480,949,455,406,14,834,852,945,949,949,0
97064,97064,1287,3380,1449,1358,63,2366,2640,3369,3385,3385,0
97065,97065,263,535,236,240,4,432,471,530,535,535,0
97067,97067,1016,2325,1248,896,15,1821,2022,2353,2353,2353,0
97068,97068,11112,29325,11444,12555,456,20576,22577,29263,29481,29481,0
97070,97070,9179,21940,8536,10516,281,16204,18168,23149,23389,23389,0
97071,97071,9069,28105,10423,10742,806,17377,19902,28190,28604,28604,0
97080,97080,14987,42002,16780,17221,1150,28806,32045,41928,42486,42486,0
97086,97086,10264,28201,11368,11789,698,19271,22039,28161,28373,28373,0
97089,97089,4444,12651,5337,5360,435,8894,9996,12602,12692,12692,0
97101,97101,1244,3703,1383,1554,176,2615,2801,3693,3744,3744,0
97102,97102,87,182,66,87,0,127,153,182,182,182,0
97103,97103,7353,17148,7369,7413,459,12938,13998,17401,17620,17620,0
97106,97106,1565,4836,2102,1876,109,3240,3634,4807,4836,4836,0
97107,97107,624,1661,657,671,26,1185,1266,1661,1670,1670,0
97108,97108,163,355,129,195,14,303,320,360,360,360,0
97109,97109,223,608,299,217,31,443,466,608,608,608,0
97110,97110,567,1281,518,632,0,970,1117,1342,1358,1358,0
97111,97111,1248,3606,1489,1453,22,2510,2819,3649,3683,3683,0
97112,97112,762,2275,855,901,0,1468,1645,2212,2275,2275,0
97113,97113,4215,14372,5608,5166,213,8683,10206,14235,14440,14440,0
97114,97114,1553,4890,1792,1973,173,3263,3560,4895,4927,4927,0
97115,97115,1396,4137,1616,1682,75,2702,3019,4090,4137,4137,0
97116,97116,8818,24717,9739,10887,495,15887,19273,25561,25954,25954,0
97117,97117,242,504,248,241,0,445,475,504,504,504,0
97118,97118,355,813,379,347,3,647,692,812,820,820,0
97119,97119,1514,4157,2026,1742,80,3150,3528,4145,4180,4180,0
97121,97121,587,1644,666,555,54,1095,1157,1600,1644,1644,0
97122,97122,213,419,210,180,0,368,390,419,419,419,0
97123,97123,15381,46488,17996,18801,1309,31106,34847,47071,47729,47729,0
97124,97124,19916,51696,20804,21339,925,35580,39905,51152,52026,52026,0
97125,97125,24,64,25,15,0,40,40,57,64,64,0
97127,97127,1158,3885,1602,1452,28,2417,2807,3854,3885,3885,0
97128,97128,13545,36320,14250,15406,526,23938,28266,37463,37986,37986,0
97130,97130,190,334,136,152,0,288,288,328,334,334,0
97131,97131,1108,2454,1181,1033,21,1900,2107,2455,2458,2458,0
97132,97132,10124,27710,12049,12566,660,19165,23394,29166,29367,29367,0
97133,97133,1409,3770,1695,1617,106,2825,3155,3807,3826,3826,0
97134,97134,131,237,147,71,0,218,218,237,237,237,0
97135,97135,391,835,419,373,0,722,792,835,835,835,0
97136,97136,791,1627,655,796,19,1269,1354,1632,1632,1632,0
97137,97137,406,1300,509,513,26,831,936,1294,1300,1300,0
97138,97138,4396,9684,3963,4315,307,6812,7820,9696,9761,9761,0
97140,97140,8777,25038,9175,9684,392,16096,17530,24828,25049,25049,0
97141,97141,4963,12954,5650,5579,247,9782,10734,13406,13597,13597,0
97144,97144,51,113,68,24,0,86,86,113,113,113,0
97145,97145,171,310,149,159,0,282,300,315,315,315,0
97146,97146,2344,5789,2509,2439,89,4224,4458,5937,6009,6009,0
97147,97147,168,371,173,199,0,330,349,416,422,422,0
97148,97148,1190,3386,1407,1494,144,2432,2728,3392,3404,3404,0
97149,97149,287,468,219,213,0,429,429,468,468,468,0
97201,97201,8751,15366,8085,7799,0,11335,15734,16883,16946,16946,0
97202,97202,18010,40429,16981,18726,279,31008,34905,41257,41719,41719,0
97203,97203,11848,31762,13477,14247,565,21053,26598,33187,33715,33715,0
97204,97204,396,472,774,238,8,907,1012,1033,1033,1033,0
97205,97205,4901,6959,3954,3128,54,5978,6976,7243,7262,7262,0
97206,97206,19875,49199,20931,21426,806,37459,40908,49466,49935,49935,0
97208,97208,0,0,0,0,0,0,0,0,0,0,0
97209,97209,10736,14960,8315,6703,46,14130,14986,15468,15578,15578,0
97210,97210,6287,11254,5149,5392,68,9706,10272,11309,11371,11371,0
97211,97211,12752,32839,14134,15092,519,25547,28429,33935,34303,34303,0
97212,97212,10822,26151,10454,11666,184,20096,21268,26056,26256,26256,0
97213,97213,13694,31647,12963,13710,245,24155,25926,31481,31889,31889,0
97214,97214,11869,24443,11509,10555,103,19859,21652,24851,25024,25024,0
97215,97215,7708,17200,7143,7923,164,13722,14705,17344,17499,17499,0
97216,97216,6461,16613,6918,7304,301,12032,13578,16669,16863,16863,0
97217,97217,13794,32239,13922,13602,323,25236,26905,31923,32371,32371,0
97218,97218,5476,15157,6064,6053,263,10784,11734,15212,15454,15454,0
97219,97219,16513,39553,16021,18304,304,29094,33082,40474,40946,40946,0
97220,97220,11330,28868,11916,12734,680,20848,23592,29495,29810,29810,0
97221,97221,5144,12425,4872,5225,37,9052,9673,12456,12615,12615,0
97222,97222,15006,35494,15076,14963,554,25778,28682,35504,35866,35866,0
97223,97223,19042,48966,19295,20620,623,33985,38389,48828,49348,49348,0
97224,97224,14291,33201,12632,14907,240,23936,26346,33263,33442,33442,0
97225,97225,11331,25204,10453,11150,190,19135,20882,25250,25519,25519,0
97227,97227,2046,4311,2048,1949,6,3656,3894,4383,4433,4433,0
97229,97229,23715,63812,24304,25257,739,43054,46716,63386,63867,63867,0
97230,97230,15134,39252,16048,16928,1045,27914,31473,39925,40433,40433,0
97231,97231,1617,3584,1742,1533,60,3014,3126,3655,3655,3655,0
97232,97232,6387,12178,5763,5644,0,10354,11142,12456,12545,12545,0
97233,97233,13039,40849,16066,15506,1133,25774,29834,41018,41697,41697,0
97236,97236,12650,38512,14421,15899,1471,25535,28824,38704,39237,39237,0
97239,97239,8123,16037,6669,7588,36,12851,13918,15977,16190,16190,0
97266,97266,12170,34667,14346,13777,1016,23629,26627,34804,35299,35299,0
97267,97267,12568,31048,12514,13843,588,22841,25330,31146,31526,31526,0
97301,97301,17978,49203,23276,20799,963,34250,41810,54102,54743,54743,0
97302,97302,15918,37565,15025,16326,530,26593,29886,37747,38093,38093,0
97303,97303,14416,38886,14559,16356,863,25554,28974,38757,39234,39234,0
97304,97304,11380,30692,11957,12730,483,20127,22882,30524,30795,30795,0
97305,97305,13754,41498,14821,16233,1070,25484,29191,40712,41790,41790,0
97306,97306,11665,29492,11123,12536,342,20109,22457,29270,29654,29654,0
97317,97317,7761,22127,10790,8832,487,15914,18989,23976,24257,24257,0
97321,97321,10148,26568,10684,10994,467,18351,20544,26476,26729,26729,0
97322,97322,13199,33725,13399,13933,619,22735,25858,34110,34388,34388,0
97324,97324,499,1213,491,490,13,908,962,1195,1213,1213,0
97325,97325,2658,7115,2845,3173,123,4864,5618,7159,7191,7191,0
97326,97326,406,1026,474,483,29,845,907,1026,1026,1026,0
97327,97327,1124,3089,1202,1310,94,2110,2404,3071,3089,3089,0
97329,97329,68,202,68,83,0,151,151,202,202,202,0
97330,97330,17301,40196,18779,18095,340,25069,35744,41627,41913,41913,0
97331,97331,0,0,1240,1486,0,7,2707,2726,2726,2726,0
97333,97333,8912,20389,9706,9118,194,12878,18098,21351,21545,21545,0
97338,97338,7637,20073,8125,8686,288,14205,16010,20182,20491,20491,0
97341,97341,1141,2344,1053,1189,42,2015,2203,2353,2353,2353,0
97342,97342,75,171,66,83,3,127,143,149,171,171,0
97343,97343,122,212,119,100,0,218,219,219,219,219,0
97344,97344,415,1082,452,465,45,824,891,1076,1082,1082,0
97345,97345,157,362,165,170,0,335,335,362,362,362,0
97346,97346,358,741,376,332,21,639,691,742,757,757,0
97347,97347,794,2034,872,910,88,1630,1669,2031,2034,2034,0
97348,97348,598,1697,679,654,41,1092,1304,1685,1697,1697,0
97350,97350,97,206,85,105,3,168,184,205,206,206,0
97351,97351,3690,9985,3439,4242,162,5845,7431,9935,10067,10067,0
97352,97352,2156,6949,2687,2632,180,4608,5041,6911,6963,6963,0
97355,97355,11078,28498,11598,12227,395,20555,22572,28360,28774,28774,0
97357,97357,104,261,92,132,61,176,214,261,261,261,0
97358,97358,1104,2641,1079,1155,79,2029,2150,2600,2641,2641,0
97360,97360,943,2400,863,1125,81,1603,1847,2342,2405,2405,0
97361,97361,4090,10673,4893,5007,122,6118,9603,11791,11889,11889,0
97362,97362,1443,3995,1700,1769,32,2886,3290,4142,4197,4197,0
97364,97364,320,811,353,437,5,611,742,810,811,811,0
97365,97365,4843,10793,4271,4868,148,8046,8770,10971,11052,11052,0
97366,97366,686,1428,550,662,29,1110,1187,1435,1435,1435,0
97367,97367,4187,9207,3748,4161,126,6995,7645,9191,9283,9283,0
97368,97368,1457,3427,1531,1376,139,2711,2833,3380,3427,3427,0
97369,97369,90,186,92,94,0,186,186,186,186,186,0
97370,97370,3276,8184,3328,3443,236,5969,6472,8111,8206,8206,0
97371,97371,182,504,165,239,0,333,376,504,504,504,0
97373,97373,0,0,181,0,0,146,181,194,194,194,0
97374,97374,1934,5769,2324,2329,145,3941,4260,5735,5787,5787,0
97375,97375,469,1514,721,660,29,1024,1323,1509,1514,1514,0
97376,97376,589,1260,528,633,0,1145,1145,1260,1260,1260,0
97377,97377,250,611,325,261,0,566,566,658,658,658,0
97378,97378,2441,6464,4206,2849,92,6300,6688,8261,8286,8286,0
97380,97380,1091,3110,1118,1194,46,2073,2177,3066,3110,3110,0
97381,97381,5467,15093,5613,6238,235,10073,11224,15160,15189,15189,0
97383,97383,3410,9428,3454,3697,215,6020,6502,9411,9444,9444,0
97384,97384,0,0,0,0,0,0,0,0,0,0,0
97385,97385,1297,3145,1120,1385,15,2281,2424,3164,3212,3212,0
97386,97386,5423,14248,5291,6034,264,9788,10907,14278,14347,14347,0
97388,97388,331,524,300,234,0,487,532,534,534,534,0
97389,97389,622,1752,712,680,15,1146,1285,1718,1757,1757,0
97390,97390,379,817,427,315,0,668,695,817,817,817,0
97391,97391,1972,5044,2085,2137,62,3606,4052,4996,5065,5065,0
97392,97392,2238,6074,2435,2476,234,4261,4688,6040,6074,6074,0
97394,97394,2171,4902,2104,2265,137,3941,4217,4878,4908,4908,0
97396,97396,1129,2958,1122,1307,96,1973,2325,2912,2971,2971,0
97401,97401,18990,39694,18542,18662,176,23012,36147,41444,41610,41610,0
97402,97402,20983,51247,21097,21692,626,35077,40837,51308,52041,52041,0
97403,97403,3702,9043,5587,6101,32,4875,11439,12572,12590,12590,0
97404,97404,12973,32646,12843,14034,464,23244,25336,32540,32792,32792,0
97405,97405,19276,46142,19289,20673,405,32902,38339,46325,46593,46593,0
97406,97406,17,26,18,8,0,26,26,26,26,26,0
97408,97408,5187,12092,4840,5395,43,8872,9682,12013,12112,12112,0
97410,97410,422,843,435,372,20,693,774,852,852,852,0
97411,97411,3242,7317,3087,3279,317,5798,6217,7337,7476,7476,0
97412,97412,188,487,216,195,8,318,359,487,487,487,0
97413,97413,385,784,394,333,8,641,714,784,784,784,0
97414,97414,196,338,204,89,0,207,293,338,338,338,0
97415,97415,6507,13605,5870,6238,124,10902,11704,13721,13816,13816,0
97416,97416,405,1259,483,522,34,802,954,1245,1259,1259,0
97417,97417,1081,2758,1099,1064,17,1941,2114,2731,2762,2762,0
97419,97419,532,1162,542,511,0,956,1017,1162,1162,1162,0
97420,97420,10842,27197,10998,11748,722,19420,21714,27294,27496,27496,0
97423,97423,2658,6213,2951,2968,71,5156,5629,6345,6345,6345,0
97424,97424,7274,17941,7103,7597,604,12645,14072,17932,18036,18036,0
97426,97426,3786,9185,3931,3852,193,6949,7368,9205,9276,9276,0
97429,97429,331,779,379,325,16,614,684,774,779,779,0
97430,97430,165,342,151,145,8,280,292,342,342,342,0
97431,97431,922,2581,1028,1102,0,1982,2031,2536,2591,2591,0
97434,97434,331,797,331,410,22,634,699,798,804,804,0
97435,97435,915,2082,981,843,27,1552,1770,2082,2086,2086,0
97436,97436,373,888,358,351,14,650,668,882,888,888,0
97437,97437,1045,2591,1159,1115,36,1984,2135,2559,2598,2598,0
97438,97438,384,929,412,428,40,760,810,945,950,950,0
97439,97439,6940,14125,6045,6652,100,11980,12436,14123,14232,14232,0
97441,97441,111,190,52,138,0,139,160,190,190,190,0
97442,97442,867,1944,781,985,58,1635,1701,1922,1956,1956,0
