,ZCTA5,urban_rural-population-total_population,urban_rural-population-urban_total_population,urban_rural-population-rural_total_population,urban_rural-percent-urban_population-of-total_population,urban_rural-percent-rural_population-of-total_population
16923,50431,273,0,273,0.0,1.0
16924,50432,252,0,252,0.0,1.0
16925,50433,256,0,256,0.0,1.0
16926,50434,498,0,498,0.0,1.0
16927,50435,721,0,721,0.0,1.0
16928,50436,5848,3966,1882,0.678,0.322
16929,50438,4159,3115,1044,0.749,0.251
16930,50439,289,0,289,0.0,1.0
16931,50440,422,0,422,0.0,1.0
16932,50441,5776,4246,1530,0.735,0.265
16933,50444,353,0,353,0.0,1.0
16934,50446,548,0,548,0.0,1.0
16935,50447,1081,0,1081,0.0,1.0
16936,50448,695,0,695,0.0,1.0
16937,50449,724,0,724,0.0,1.0
16938,50450,2897,0,2897,0.0,1.0
16939,50451,537,0,537,0.0,1.0
16940,50452,804,0,804,0.0,1.0
16941,50453,588,0,588,0.0,1.0
16942,50454,127,0,127,0.0,1.0
16943,50455,450,0,450,0.0,1.0
16944,50456,1741,0,1741,0.0,1.0
16945,50457,441,0,441,0.0,1.0
16946,50458,2097,0,2097,0.0,1.0
16947,50459,3018,0,3018,0.0,1.0
16948,50460,364,0,364,0.0,1.0
16949,50461,5613,3535,2078,0.63,0.37
16950,50464,673,0,673,0.0,1.0
16951,50465,250,0,250,0.0,1.0
16952,50466,1828,0,1828,0.0,1.0
16953,50467,94,0,94,0.0,1.0
16954,50468,1615,0,1615,0.0,1.0
16955,50469,1574,0,1574,0.0,1.0
16956,50470,275,0,275,0.0,1.0
16957,50471,689,0,689,0.0,1.0
16958,50472,2394,0,2394,0.0,1.0
16959,50473,268,0,268,0.0,1.0
16960,50475,1757,0,1757,0.0,1.0
16961,50476,804,0,804,0.0,1.0
16962,50477,347,0,347,0.0,1.0
16963,50478,775,0,775,0.0,1.0
16964,50479,684,0,684,0.0,1.0
16965,50480,880,0,880,0.0,1.0
16966,50482,774,490,284,0.633,0.367
16967,50483,781,0,781,0.0,1.0
16968,50484,444,0,444,0.0,1.0
16969,50501,29078,25122,3956,0.864,0.136
16970,50510,1116,0,1116,0.0,1.0
16971,50511,7137,5340,1797,0.748,0.252
16972,50514,1452,0,1452,0.0,1.0
16973,50515,279,0,279,0.0,1.0
16974,50516,719,0,719,0.0,1.0
16975,50517,1051,0,1051,0.0,1.0
16976,50518,381,0,381,0.0,1.0
16977,50519,624,0,624,0.0,1.0
16978,50520,144,0,144,0.0,1.0
16979,50521,104,0,104,0.0,1.0
16980,50522,857,0,857,0.0,1.0
16981,50523,604,0,604,0.0,1.0
16982,50524,521,0,521,0.0,1.0
16983,50525,3583,2639,944,0.737,0.263
16984,50527,223,0,223,0.0,1.0
16985,50528,383,0,383,0.0,1.0
16986,50529,837,836,1,0.999,0.001
16987,50530,1205,0,1205,0.0,1.0
16988,50531,242,0,242,0.0,1.0
16989,50532,873,0,873,0.0,1.0
16990,50533,4130,3076,1054,0.745,0.255
16991,50535,885,0,885,0.0,1.0
16992,50536,4541,3628,913,0.799,0.201
16993,50538,503,0,503,0.0,1.0
16994,50539,566,0,566,0.0,1.0
16995,50540,1022,0,1022,0.0,1.0
16996,50541,872,0,872,0.0,1.0
16997,50542,933,0,933,0.0,1.0
16998,50543,1492,0,1492,0.0,1.0
16999,50544,515,0,515,0.0,1.0
17000,50545,205,0,205,0.0,1.0
17001,50546,346,0,346,0.0,1.0
17002,50548,5869,4407,1462,0.751,0.249
17003,50551,158,0,158,0.0,1.0
17004,50554,1625,0,1625,0.0,1.0
17005,50556,292,0,292,0.0,1.0
17006,50557,750,0,750,0.0,1.0
17007,50558,618,0,618,0.0,1.0
17008,50559,348,0,348,0.0,1.0
17009,50560,590,0,590,0.0,1.0
17010,50561,520,0,520,0.0,1.0
17011,50562,527,0,527,0.0,1.0
17012,50563,2500,0,2500,0.0,1.0
17013,50565,468,0,468,0.0,1.0
17014,50566,433,0,433,0.0,1.0
17015,50567,226,0,226,0.0,1.0
17016,50568,1398,0,1398,0.0,1.0
17017,50569,836,0,836,0.0,1.0
17018,50570,248,0,248,0.0,1.0
17019,50571,394,0,394,0.0,1.0
17020,50573,68,0,68,0.0,1.0
17021,50574,2181,0,2181,0.0,1.0
17022,50575,969,0,969,0.0,1.0
17023,50576,423,0,423,0.0,1.0
17024,50577,410,0,410,0.0,1.0
17025,50578,646,0,646,0.0,1.0
17026,50579,2405,0,2405,0.0,1.0
17027,50581,996,0,996,0.0,1.0
17028,50582,234,0,234,0.0,1.0
17029,50583,2855,0,2855,0.0,1.0
17030,50585,1176,0,1176,0.0,1.0
17031,50586,307,0,307,0.0,1.0
17032,50588,12756,11275,1481,0.884,0.116
17033,50590,879,0,879,0.0,1.0
17034,50591,320,0,320,0.0,1.0
17035,50593,64,0,64,0.0,1.0
17036,50594,298,0,298,0.0,1.0
17037,50595,9165,7761,1404,0.847,0.153
17038,50597,1293,0,1293,0.0,1.0
17039,50598,912,0,912,0.0,1.0
17040,50599,380,0,380,0.0,1.0
17041,50601,2464,0,2464,0.0,1.0
17042,50602,1603,0,1603,0.0,1.0
17043,50603,625,0,625,0.0,1.0
17044,50604,1850,0,1850,0.0,1.0
17045,50605,168,0,168,0.0,1.0
17046,50606,885,0,885,0.0,1.0
17047,50607,481,0,481,0.0,1.0
17048,50609,446,0,446,0.0,1.0
17049,50611,392,0,392,0.0,1.0
17050,50612,335,0,335,0.0,1.0
17051,50613,42031,37814,4217,0.9,0.1
17052,50616,10344,7706,2638,0.745,0.255
17053,50619,2410,0,2410,0.0,1.0
17054,50620,54,0,54,0.0,1.0
17055,50621,1530,0,1530,0.0,1.0
17056,50622,3206,0,3206,0.0,1.0
17057,50624,1743,0,1743,0.0,1.0
17058,50625,1004,0,1004,0.0,1.0
17059,50626,1804,0,1804,0.0,1.0
17060,50627,3456,0,3456,0.0,1.0
17061,50628,1374,0,1374,0.0,1.0
17062,50629,2418,0,2418,0.0,1.0
17063,50630,1728,0,1728,0.0,1.0
17064,50632,1107,0,1107,0.0,1.0
17065,50633,373,0,373,0.0,1.0
17066,50634,713,0,713,0.0,1.0
17067,50635,1602,0,1602,0.0,1.0
17068,50636,1982,0,1982,0.0,1.0
17069,50638,3313,0,3313,0.0,1.0
17070,50641,2017,836,1181,0.414,0.586
17071,50642,581,0,581,0.0,1.0
17072,50643,2747,1930,817,0.703,0.297
17073,50644,8648,5743,2905,0.664,0.336
17074,50645,1204,0,1204,0.0,1.0
17075,50647,1894,0,1894,0.0,1.0
17076,50648,4054,0,4054,0.0,1.0
17077,50650,737,0,737,0.0,1.0
17078,50651,3578,0,3578,0.0,1.0
17079,50652,128,0,128,0.0,1.0
17080,50653,639,0,639,0.0,1.0
17081,50654,499,0,499,0.0,1.0
17082,50655,873,0,873,0.0,1.0
17083,50658,2518,0,2518,0.0,1.0
17084,50659,5488,3292,2196,0.6,0.4
17085,50660,1333,0,1333,0.0,1.0
17086,50662,7238,6158,1080,0.851,0.149
17087,50664,53,0,53,0.0,1.0
17088,50665,2841,0,2841,0.0,1.0
17089,50666,1027,0,1027,0.0,1.0
17090,50667,795,600,195,0.755,0.245
17091,50668,1249,0,1249,0.0,1.0
17092,50669,2436,0,2436,0.0,1.0
17093,50670,2024,0,2024,0.0,1.0
17094,50671,269,0,269,0.0,1.0
17095,50672,594,0,594,0.0,1.0
17096,50673,219,0,219,0.0,1.0
17097,50674,3555,0,3555,0.0,1.0
17098,50675,2456,0,2456,0.0,1.0
17099,50676,2105,0,2105,0.0,1.0
17100,50677,12131,8621,3510,0.711,0.289
17101,50680,1095,0,1095,0.0,1.0
17102,50681,457,0,457,0.0,1.0
17103,50682,1572,0,1572,0.0,1.0
17104,50701,30324,28137,2187,0.928,0.072
17105,50702,19970,19750,220,0.989,0.011
17106,50703,19863,17191,2672,0.865,0.135
17107,50707,8509,7996,513,0.94,0.06
17108,50801,9590,7617,1973,0.794,0.206
17109,50830,1743,0,1743,0.0,1.0
17110,50833,2305,0,2305,0.0,1.0
17111,50835,92,0,92,0.0,1.0
17112,50836,457,0,457,0.0,1.0
17113,50837,376,0,376,0.0,1.0
17114,50839,34,0,34,0.0,1.0
17115,50840,560,0,560,0.0,1.0
17116,50841,2824,0,2824,0.0,1.0
17117,50842,105,0,105,0.0,1.0
17118,50843,596,0,596,0.0,1.0
17119,50845,811,0,811,0.0,1.0
17120,50846,1123,0,1123,0.0,1.0
17121,50847,87,0,87,0.0,1.0
17122,50848,378,0,378,0.0,1.0
17123,50849,2740,0,2740,0.0,1.0
17124,50851,2087,0,2087,0.0,1.0
17125,50853,702,0,702,0.0,1.0
17126,50854,2303,0,2303,0.0,1.0
17127,50857,272,0,272,0.0,1.0
17128,50858,796,0,796,0.0,1.0
17129,50859,584,0,584,0.0,1.0
17130,50860,474,0,474,0.0,1.0
17131,50861,274,0,274,0.0,1.0
17132,50862,148,0,148,0.0,1.0
17133,50863,293,0,293,0.0,1.0
17134,50864,2057,0,2057,0.0,1.0
17135,51001,2432,0,2432,0.0,1.0
17136,51002,2741,89,2652,0.032,0.968
17137,51003,1700,1085,615,0.638,0.362
17138,51004,1033,0,1033,0.0,1.0
17139,51005,1491,0,1491,0.0,1.0
17140,51006,1075,0,1075,0.0,1.0
17141,51007,730,0,730,0.0,1.0
17142,51008,151,0,151,0.0,1.0
17143,51009,164,0,164,0.0,1.0
17144,51010,456,0,456,0.0,1.0
17145,51011,79,0,79,0.0,1.0
17146,51012,6642,4662,1980,0.702,0.298
17147,51014,528,0,528,0.0,1.0
17148,51016,1378,0,1378,0.0,1.0
17149,51018,404,0,404,0.0,1.0
17150,51019,773,0,773,0.0,1.0
17151,51020,658,0,658,0.0,1.0
17152,51022,789,0,789,0.0,1.0
17153,51023,3216,0,3216,0.0,1.0
17154,51024,2070,0,2070,0.0,1.0
17155,51025,1989,0,1989,0.0,1.0
17156,51026,862,0,862,0.0,1.0
17157,51027,1260,0,1260,0.0,1.0
17158,51028,2065,0,2065,0.0,1.0
17159,51029,251,0,251,0.0,1.0
17160,51030,1737,0,1737,0.0,1.0
17161,51031,12336,9237,3099,0.749,0.251
17162,51033,428,0,428,0.0,1.0
17163,51034,1820,0,1820,0.0,1.0
17164,51035,1685,0,1685,0.0,1.0
17165,51036,726,0,726,0.0,1.0
17166,51037,322,0,322,0.0,1.0
17167,51038,1535,0,1535,0.0,1.0
17168,51039,2475,0,2475,0.0,1.0
17169,51040,3712,2662,1050,0.717,0.283
17170,51041,6976,5757,1219,0.825,0.175
17171,51044,253,0,253,0.0,1.0
17172,51046,1660,0,1660,0.0,1.0
17173,51047,646,0,646,0.0,1.0
17174,51048,554,0,554,0.0,1.0
17175,51049,506,0,506,0.0,1.0
17176,51050,2631,0,2631,0.0,1.0
17177,51051,90,0,90,0.0,1.0
17178,51052,1027,0,1027,0.0,1.0
17179,51053,1161,0,1161,0.0,1.0
17180,51054,5110,4217,893,0.825,0.175
17181,51055,1319,0,1319,0.0,1.0
17182,51056,478,0,478,0.0,1.0
17183,51058,1007,0,1007,0.0,1.0
17184,51060,615,0,615,0.0,1.0
17185,51061,510,0,510,0.0,1.0
17186,51062,526,0,526,0.0,1.0
17187,51063,1100,0,1100,0.0,1.0
17188,51101,809,809,0,1.0,0.0
17189,51103,17453,16943,510,0.971,0.029
17190,51104,22104,21605,499,0.977,0.023
17191,51105,10216,9309,907,0.911,0.089
17192,51106,26544,25349,1195,0.955,0.045
17193,51108,5566,3292,2274,0.591,0.409
17194,51109,3098,2742,356,0.885,0.115
17195,51111,94,93,1,0.989,0.011
17196,51201,6193,4887,1306,0.789,0.211
17197,51230,462,0,462,0.0,1.0
17198,51231,282,0,282,0.0,1.0
17199,51232,875,0,875,0.0,1.0
17200,51234,1268,0,1268,0.0,1.0
17201,51235,1079,0,1079,0.0,1.0
17202,51237,1703,0,1703,0.0,1.0
17203,51238,1184,0,1184,0.0,1.0
17204,51239,3123,0,3123,0.0,1.0
17205,51240,1746,0,1746,0.0,1.0
17206,51241,1737,0,1737,0.0,1.0
17207,51242,212,0,212,0.0,1.0
17208,51243,807,0,807,0.0,1.0
17209,51244,79,0,79,0.0,1.0
17210,51245,1359,0,1359,0.0,1.0
17211,51246,3844,0,3844,0.0,1.0
17212,51247,4870,3052,1818,0.627,0.373
17213,51248,1857,0,1857,0.0,1.0
17214,51249,3593,2690,903,0.749,0.251
17215,51250,8249,6649,1600,0.806,0.194
17216,51301,12691,10952,1739,0.863,0.137
17217,51331,1140,1120,20,0.982,0.018
17218,51333,522,0,522,0.0,1.0
17219,51334,7661,6192,1469,0.808,0.192
17220,51338,1000,0,1000,0.0,1.0
17221,51341,49,0,49,0.0,1.0
17222,51342,1249,0,1249,0.0,1.0
17223,51343,238,0,238,0.0,1.0
17224,51345,403,0,403,0.0,1.0
17225,51346,2451,0,2451,0.0,1.0
17226,51347,1431,0,1431,0.0,1.0
17227,51350,411,0,411,0.0,1.0
17228,51351,4365,2978,1387,0.682,0.318
17229,51354,1096,0,1096,0.0,1.0
17230,51355,874,592,282,0.677,0.323
17231,51357,728,0,728,0.0,1.0
17232,51358,1310,0,1310,0.0,1.0
17233,51360,8031,6136,1895,0.764,0.236
17234,51363,130,0,130,0.0,1.0
17235,51364,690,0,690,0.0,1.0
17236,51365,453,0,453,0.0,1.0
17237,51366,379,0,379,0.0,1.0
17238,51401,12373,9984,2389,0.807,0.193
17239,51430,761,0,761,0.0,1.0
17240,51431,394,0,394,0.0,1.0
17241,51433,676,0,676,0.0,1.0
17242,51436,904,0,904,0.0,1.0
17243,51439,1047,0,1047,0.0,1.0
17244,51440,400,0,400,0.0,1.0
17245,51441,353,0,353,0.0,1.0
17246,51442,9838,8240,1598,0.838,0.162
17247,51443,1798,0,1798,0.0,1.0
17248,51444,246,0,246,0.0,1.0
17249,51445,2867,0,2867,0.0,1.0
17250,51446,511,0,511,0.0,1.0
17251,51447,228,0,228,0.0,1.0
17252,51448,611,0,611,0.0,1.0
17253,51449,2128,0,2128,0.0,1.0
17254,51450,1583,0,1583,0.0,1.0
17255,51451,116,0,116,0.0,1.0
17256,51453,695,0,695,0.0,1.0
17257,51454,1346,0,1346,0.0,1.0
17258,51455,2306,0,2306,0.0,1.0
17259,51458,1467,0,1467,0.0,1.0
17260,51459,75,0,75,0.0,1.0
17261,51461,1165,0,1165,0.0,1.0
17262,51462,1013,0,1013,0.0,1.0
17263,51463,552,0,552,0.0,1.0
17264,51465,733,0,733,0.0,1.0
17265,51466,1092,0,1092,0.0,1.0
17266,51467,615,0,615,0.0,1.0
17267,51501,35406,34520,886,0.975,0.025
17268,51503,36376,30241,6135,0.831,0.169
17269,51510,3785,3785,0,1.0,0.0
17270,51520,233,0,233,0.0,1.0
17271,51521,2036,0,2036,0.0,1.0
17272,51523,357,0,357,0.0,1.0
17273,51525,1184,0,1184,0.0,1.0
17274,51526,1753,0,1753,0.0,1.0
17275,51527,530,0,530,0.0,1.0
17276,51528,931,0,931,0.0,1.0
17277,51529,1671,0,1671,0.0,1.0
17278,51530,854,0,854,0.0,1.0
17279,51531,914,0,914,0.0,1.0
17280,51532,622,0,622,0.0,1.0
17281,51533,895,0,895,0.0,1.0
17282,51534,9236,5645,3591,0.611,0.389
17283,51535,1923,0,1923,0.0,1.0
17284,51536,448,0,448,0.0,1.0
17285,51537,6703,4934,1769,0.736,0.264
17286,51540,449,0,449,0.0,1.0
17287,51541,363,0,363,0.0,1.0
17288,51542,1011,0,1011,0.0,1.0
17289,51543,445,0,445,0.0,1.0
17290,51544,721,0,721,0.0,1.0
17291,51545,378,0,378,0.0,1.0
17292,51546,2915,0,2915,0.0,1.0
17293,51548,433,0,433,0.0,1.0
17294,51549,465,0,465,0.0,1.0
17295,51550,181,0,181,0.0,1.0
17296,51551,1828,0,1828,0.0,1.0
17297,51552,301,0,301,0.0,1.0
17298,51553,1013,0,1013,0.0,1.0
17299,51554,187,0,187,0.0,1.0
17300,51555,5245,2819,2426,0.537,0.463
17301,51556,437,0,437,0.0,1.0
17302,51557,873,0,873,0.0,1.0
17303,51558,560,0,560,0.0,1.0
17304,51559,1788,0,1788,0.0,1.0
17305,51560,2099,0,2099,0.0,1.0
17306,51561,1455,443,1012,0.304,0.696
17307,51562,449,0,449,0.0,1.0
17308,51563,779,0,779,0.0,1.0
17309,51564,501,0,501,0.0,1.0
17310,51565,501,0,501,0.0,1.0
17311,51566,7035,5597,1438,0.796,0.204
17312,51570,1039,0,1039,0.0,1.0
17313,51571,649,0,649,0.0,1.0
17314,51572,398,0,398,0.0,1.0
17315,51573,1093,0,1093,0.0,1.0
17316,51575,1616,0,1616,0.0,1.0
17317,51576,2110,0,2110,0.0,1.0
17318,51577,1184,0,1184,0.0,1.0
17319,51578,79,0,79,0.0,1.0
17320,51579,2340,0,2340,0.0,1.0
17321,51601,6025,5203,822,0.864,0.136
17322,51630,173,0,173,0.0,1.0
17323,51631,306,0,306,0.0,1.0
17324,51632,7297,5415,1882,0.742,0.258
17325,51636,405,0,405,0.0,1.0
17326,51637,214,0,214,0.0,1.0
17327,51638,1299,0,1299,0.0,1.0
17328,51639,795,0,795,0.0,1.0
17329,51640,1748,0,1748,0.0,1.0
17330,51645,262,0,262,0.0,1.0
17331,51646,763,0,763,0.0,1.0
17332,51647,141,0,141,0.0,1.0
17333,51648,255,0,255,0.0,1.0
17334,51649,328,0,328,0.0,1.0
17335,51650,370,0,370,0.0,1.0
17336,51652,1783,0,1783,0.0,1.0
17337,51653,1379,0,1379,0.0,1.0
17338,51654,526,0,526,0.0,1.0
17339,51656,71,0,71,0.0,1.0
17340,52001,43173,42063,1110,0.974,0.026
17341,52002,14559,12410,2149,0.852,0.148
17342,52003,13436,10226,3210,0.761,0.239
17343,52030,434,0,434,0.0,1.0
17344,52031,5120,2543,2577,0.497,0.503
17345,52032,1456,0,1456,0.0,1.0
17346,52033,3202,0,3202,0.0,1.0
17347,52035,1010,0,1010,0.0,1.0
17348,52037,1223,0,1223,0.0,1.0
17349,52038,491,0,491,0.0,1.0
17350,52039,1158,0,1158,0.0,1.0
17351,52040,5526,3620,1906,0.655,0.345
17352,52041,1608,0,1608,0.0,1.0
17353,52042,1999,0,1999,0.0,1.0
17354,52043,2321,0,2321,0.0,1.0
17355,52044,153,0,153,0.0,1.0
17356,52045,2589,0,2589,0.0,1.0
17357,52046,2127,0,2127,0.0,1.0
17358,52047,567,0,567,0.0,1.0
17359,52048,333,0,333,0.0,1.0
17360,52049,1270,0,1270,0.0,1.0
17361,52050,515,0,515,0.0,1.0
17362,52052,3136,0,3136,0.0,1.0
17363,52053,1163,0,1163,0.0,1.0
17364,52054,940,0,940,0.0,1.0
17365,52057,8222,5032,3190,0.612,0.388
17366,52060,8658,6159,2499,0.711,0.289
17367,52064,847,0,847,0.0,1.0
17368,52065,1130,0,1130,0.0,1.0
17369,52066,80,0,80,0.0,1.0
17370,52068,3924,68,3856,0.017,0.983
17371,52069,1609,0,1609,0.0,1.0
17372,52070,1128,573,555,0.508,0.492
17373,52072,381,0,381,0.0,1.0
17374,52073,1414,0,1414,0.0,1.0
17375,52074,310,0,310,0.0,1.0
17376,52076,2295,0,2295,0.0,1.0
17377,52077,398,0,398,0.0,1.0
17378,52078,914,0,914,0.0,1.0
17379,52079,782,0,782,0.0,1.0
17380,52101,13864,8637,5227,0.623,0.377
17381,52132,1938,0,1938,0.0,1.0
17382,52133,558,0,558,0.0,1.0
17383,52134,285,0,285,0.0,1.0
17384,52135,864,0,864,0.0,1.0
17385,52136,5967,3540,2427,0.593,0.407
17386,52140,532,0,532,0.0,1.0
17387,52141,1435,0,1435,0.0,1.0
17388,52142,1871,0,1871,0.0,1.0
17389,52144,1261,0,1261,0.0,1.0
17390,52146,1039,0,1039,0.0,1.0
17391,52147,1050,0,1050,0.0,1.0
17392,52151,2138,0,2138,0.0,1.0
17393,52154,995,0,995,0.0,1.0
17394,52155,1323,0,1323,0.0,1.0
17395,52156,659,0,659,0.0,1.0
17396,52157,1828,550,1278,0.301,0.699
17397,52158,314,67,247,0.213,0.787
17398,52159,2330,0,2330,0.0,1.0
17399,52160,867,0,867,0.0,1.0
17400,52161,1505,0,1505,0.0,1.0
17401,52162,3285,0,3285,0.0,1.0
17402,52163,276,0,276,0.0,1.0
17403,52164,212,0,212,0.0,1.0
17404,52165,1004,0,1004,0.0,1.0
17405,52166,104,0,104,0.0,1.0
17406,52168,188,0,188,0.0,1.0
17407,52169,432,0,432,0.0,1.0
17408,52170,599,0,599,0.0,1.0
17409,52171,1048,0,1048,0.0,1.0
17410,52172,6303,3731,2572,0.592,0.408
17411,52175,3492,0,3492,0.0,1.0
17412,52201,1267,0,1267,0.0,1.0
17413,52202,1152,0,1152,0.0,1.0
17414,52203,1932,0,1932,0.0,1.0
17415,52205,8682,5497,3185,0.633,0.367
17416,52206,2303,0,2303,0.0,1.0
17417,52207,383,0,383,0.0,1.0
17418,52208,3153,0,3153,0.0,1.0
17419,52209,1074,0,1074,0.0,1.0
17420,52210,697,0,697,0.0,1.0
17421,52211,2624,0,2624,0.0,1.0
17422,52212,285,0,285,0.0,1.0
17423,52213,4340,0,4340,0.0,1.0
17424,52214,3090,0,3090,0.0,1.0
17425,52215,843,0,843,0.0,1.0
17426,52216,1428,0,1428,0.0,1.0
17427,52217,590,0,590,0.0,1.0
17428,52218,1788,0,1788,0.0,1.0
17429,52219,178,0,178,0.0,1.0
17430,52220,237,0,237,0.0,1.0
17431,52221,221,0,221,0.0,1.0
17432,52222,709,0,709,0.0,1.0
17433,52223,1351,0,1351,0.0,1.0
17434,52224,2016,0,2016,0.0,1.0
17435,52225,447,0,447,0.0,1.0
17436,52227,2461,1777,684,0.722,0.278
17437,52228,2772,1986,786,0.716,0.284
17438,52229,721,0,721,0.0,1.0
17439,52231,328,0,328,0.0,1.0
17440,52232,178,0,178,0.0,1.0
17441,52233,6981,6981,0,1.0,0.0
17442,52235,698,0,698,0.0,1.0
17443,52236,592,0,592,0.0,1.0
17444,52237,1522,0,1522,0.0,1.0
17445,52240,32230,27646,4584,0.858,0.142
17446,52241,18911,18901,10,0.999,0.001
17447,52242,1592,1592,0,1.0,0.0
17448,52245,22573,22569,4,1.0,0.0
17449,52246,21114,21068,46,0.998,0.002
17450,52247,5645,0,5645,0.0,1.0
17451,52248,1815,0,1815,0.0,1.0
17452,52249,965,0,965,0.0,1.0
17453,52251,590,0,590,0.0,1.0
17454,52253,3192,2054,1138,0.643,0.357
17455,52254,895,0,895,0.0,1.0
17456,52255,1208,0,1208,0.0,1.0
17457,52257,210,0,210,0.0,1.0
17458,52301,3873,0,3873,0.0,1.0
17459,52302,36980,35055,1925,0.948,0.052
17460,52305,629,0,629,0.0,1.0
17461,52306,1754,0,1754,0.0,1.0
17462,52307,90,0,90,0.0,1.0
17463,52308,132,0,132,0.0,1.0
17464,52309,397,0,397,0.0,1.0
17465,52310,6431,3180,3251,0.494,0.506
17466,52312,115,0,115,0.0,1.0
17467,52313,397,0,397,0.0,1.0
17468,52314,5865,4401,1464,0.75,0.25
17469,52315,1222,0,1222,0.0,1.0
17470,52316,1659,0,1659,0.0,1.0
17471,52317,14775,13340,1435,0.903,0.097
17472,52318,1033,0,1033,0.0,1.0
17473,52320,1203,0,1203,0.0,1.0
17474,52321,404,0,404,0.0,1.0
17475,52322,2436,0,2436,0.0,1.0
17476,52323,867,0,867,0.0,1.0
17477,52324,1890,0,1890,0.0,1.0
17478,52325,873,0,873,0.0,1.0
17479,52326,547,0,547,0.0,1.0
17480,52327,3012,0,3012,0.0,1.0
17481,52328,2826,2709,117,0.959,0.041
17482,52329,803,0,803,0.0,1.0
17483,52330,900,0,900,0.0,1.0
17484,52332,2006,0,2006,0.0,1.0
17485,52333,6168,0,6168,0.0,1.0
17486,52334,311,0,311,0.0,1.0
17487,52335,709,0,709,0.0,1.0
17488,52336,2363,0,2363,0.0,1.0
17489,52337,845,0,845,0.0,1.0
17490,52338,3283,0,3283,0.0,1.0
17491,52339,4504,2660,1844,0.591,0.409
17492,52340,2180,1505,675,0.69,0.31
17493,52341,1093,22,1071,0.02,0.98
17494,52342,3274,2244,1030,0.685,0.315
17495,52345,1468,0,1468,0.0,1.0
17496,52346,1085,0,1085,0.0,1.0
17497,52347,1410,0,1410,0.0,1.0
17498,52348,51,0,51,0.0,1.0
17499,52349,7643,5044,2599,0.66,0.34
17500,52351,1455,0,1455,0.0,1.0
17501,52352,2025,0,2025,0.0,1.0
17502,52353,9173,6628,2545,0.723,0.277
17503,52354,379,0,379,0.0,1.0
17504,52355,277,0,277,0.0,1.0
17505,52356,2656,0,2656,0.0,1.0
17506,52358,3733,0,3733,0.0,1.0
17507,52359,279,0,279,0.0,1.0
17508,52361,4527,2914,1613,0.644,0.356
17509,52362,1041,0,1041,0.0,1.0
17510,52401,2017,2017,0,1.0,0.0
17511,52402,40149,40146,3,1.0,0.0
17512,52403,23673,21777,1896,0.92,0.08
17513,52404,37796,36458,1338,0.965,0.035
17514,52405,23621,23297,324,0.986,0.014
17515,52411,6896,5619,1277,0.815,0.185
17516,52501,30220,24771,5449,0.82,0.18
17517,52530,1005,0,1005,0.0,1.0
17518,52531,5976,3573,2403,0.598,0.402
17519,52533,1215,0,1215,0.0,1.0
17520,52534,284,266,18,0.937,0.063
17521,52535,888,0,888,0.0,1.0
17522,52536,967,0,967,0.0,1.0
17523,52537,7098,0,7098,0.0,1.0
17524,52540,1420,0,1420,0.0,1.0
17525,52542,435,0,435,0.0,1.0
17526,52543,291,0,291,0.0,1.0
17527,52544,7847,5380,2467,0.686,0.314
17528,52548,97,0,97,0.0,1.0
17529,52549,762,0,762,0.0,1.0
17530,52550,585,0,585,0.0,1.0
17531,52551,688,0,688,0.0,1.0
17532,52552,830,0,830,0.0,1.0
17533,52553,1745,0,1745,0.0,1.0
17534,52554,1373,0,1373,0.0,1.0
17535,52555,344,0,344,0.0,1.0
17536,52556,13247,10235,3012,0.773,0.227
17537,52557,85,85,0,1.0,0.0
17538,52560,430,0,430,0.0,1.0
17539,52561,962,0,962,0.0,1.0
17540,52563,1583,0,1583,0.0,1.0
17541,52565,2027,0,2027,0.0,1.0
17542,52566,168,0,168,0.0,1.0
17543,52567,615,0,615,0.0,1.0
17544,52569,610,0,610,0.0,1.0
17545,52570,954,0,954,0.0,1.0
17546,52571,1407,0,1407,0.0,1.0
17547,52572,1132,0,1132,0.0,1.0
17548,52573,162,0,162,0.0,1.0
17549,52574,826,0,826,0.0,1.0
17550,52576,568,0,568,0.0,1.0
17551,52577,15055,11900,3155,0.79,0.21
17552,52580,460,0,460,0.0,1.0
17553,52581,305,0,305,0.0,1.0
17554,52583,342,0,342,0.0,1.0
17555,52584,438,0,438,0.0,1.0
17556,52585,988,0,988,0.0,1.0
17557,52586,521,0,521,0.0,1.0
17558,52588,134,0,134,0.0,1.0
17559,52590,1246,0,1246,0.0,1.0
17560,52591,3028,0,3028,0.0,1.0
17561,52593,142,0,142,0.0,1.0
17562,52594,399,0,399,0.0,1.0
17563,52595,416,379,37,0.911,0.089
17564,52601,29723,25822,3901,0.869,0.131
17565,52619,594,0,594,0.0,1.0
17566,52620,938,0,938,0.0,1.0
17567,52621,668,0,668,0.0,1.0
17568,52623,1993,0,1993,0.0,1.0
17569,52624,290,0,290,0.0,1.0
17570,52625,2802,0,2802,0.0,1.0
17571,52626,1346,0,1346,0.0,1.0
17572,52627,13105,10794,2311,0.824,0.176
17573,52630,445,0,445,0.0,1.0
17574,52632,13086,10502,2584,0.803,0.197
17575,52635,675,0,675,0.0,1.0
17576,52637,2449,0,2449,0.0,1.0
17577,52638,514,271,243,0.527,0.473
17578,52639,2002,0,2002,0.0,1.0
17579,52640,1447,0,1447,0.0,1.0
17580,52641,12357,8636,3721,0.699,0.301
